id,text_type,text,label,difficulty,scam_category,template_cluster,strong_signals,weak_signals,label_reason
SS0071,email,"Subject: CoralGrid Networks hiring process and availability

Good day Fatima,

The tax-registration vendor at https://login-coralgrid-networks.careers-verification.example/candidate/19-5 needs your personal email password and one-time code to pull identification records.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Sincerely,
Bilal Ahmed",Scam,Hard,credential_theft,fraud_email_tax_portal_mailbox_access_19,"Password, OTP, banking credential, or account-access request",Tax-compliance framing,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0072,email,"Subject: Next step for your UI/UX Designer application

Hello Zain,

Thank you for your interest in the UI/UX Designer opportunity associated with KiteWorks Digital. The position is described as hybrid and based around Karachi. Probation consists of receiving commercial parcels at home and forwarding them under new shipping labels.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Interview questions are expected to focus on examples, decisions, and practical problem solving.

Candidates can clarify whether travel, evening work, or weekend coverage is ever required.

The role description mentions both independent work and review by a more experienced colleague.

Best,
Hamza Khan
KiteWorks Digital",Scam,Medium,other_recruitment_fraud,fraud_email_parcel_forwarding_probation_14,Improper benefit extracted through a deceptive recruitment task,Logistics job language,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0073,message,"Assalam-o-Alaikum Fatima. Omar Siddiqui here from LumenField Research. We are discussing the Sales Development Representative opening, a hybrid position connected to Multan. A slot opened at 11:00 AM PKT today. If that is too short notice, reply with another time; it will not affect your application. You can ask any practical questions before proceeding. The current compensation indication is PKR 90,000–120,000 per month, subject to the written terms and final scope. Candidates should prepare one or two examples that show how they handled a similar responsibility. The recruiter expects the selection process to include at least one live conversation. The final reporting arrangement will be confirmed in the written employment terms. Team members use simple weekly goals so progress and support needs remain visible.",Safe,Hard,not_applicable,legitimate_message_same_day_schedule_confirmation_18,Optional rescheduling; no pressure penalty,Urgent scheduling,"The communication contains optional rescheduling; no pressure penalty. Although it has a weak warning sign (urgent scheduling), the context does not show deception or an improper request."
SS0074,job_posting,"HR Operations Intern
mostly remote · Dubai

About this position
Applications are open for a HR Operations Intern connected to the Dubai team. Walk-in interviews are held at the warehouse gate on 17 August. Bring a CV and original ID for security entry; no copies are collected at reception.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples
- The role description mentions both independent work and review by a more experienced colleague.
- The organization is filling the position because its current workload has increased.
- Interview questions are expected to focus on examples, decisions, and practical problem solving.
- Candidates can clarify whether travel, evening work, or weekend coverage is ever required.
- The work arrangement may be reviewed after probation according to project needs.",Safe,Medium,not_applicable,legitimate_job_posting_warehouse_operations_walkin_10,Verifiable worksite; limited ID use,Walk-in hiring,"The communication contains verifiable worksite; limited id use. Although it has a weak warning sign (walk-in hiring), the context does not show deception or an improper request."
SS0075,message,"Iqra, quick recruitment update from Willow & Co.: We are discussing the Content Writer opening, a mostly remote position connected to Dubai. Prepare a complete campaign for our named client as the final evaluation; the material will be delivered immediately and no interview follows. Please confirm whether you would like to continue. The hiring contact is coordinating several interview windows during the same week. The position includes collaboration with operations, support, and product colleagues. Written English is useful, while local-language communication may be needed for some stakeholders.",Scam,Hard,other_recruitment_fraud,fraud_message_client_ready_unpaid_assignment_20,Improper benefit extracted through a deceptive recruitment task,Detailed assessment brief,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0076,message,"Assalam-o-Alaikum Sara. Sophie Martin here from SummitCraft Engineering. We are discussing the Lab Assistant opening, a hybrid position connected to Dubai. Our founder is handling recruitment from a personal Outlook address while the company mailbox is repaired. The role brief is at https://careers.summitcraft-engineering.example/lab-assistant/3. You can ask any practical questions before proceeding. Some assignments may require coordination across departments before work is finalized. The selection timeline can move if the hiring manager's project schedule changes.",Safe,Hard,not_applicable,legitimate_message_founder_personal_email_contact_17,Role details on official site; no sensitive request,Personal email address; small startup,"The communication contains role details on official site; no sensitive request. Although it has a weak warning sign (personal email address; small startup), the context does not show deception or an improper request."
SS0077,email,"Re: Research Assistant opportunity in Faisalabad

Hi Hamza,

Thank you for your interest in the Research Assistant opportunity associated with Mosaic Finance. The position is described as office-based and based around Faisalabad. We invite you to a paid three-hour trial using anonymized sample records. Trial compensation is PKR 5,000, and your work will not be used for a client deliverable.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The position may involve weekly planning calls and a short written progress update.

Applicants are expected to communicate clearly and keep brief records of completed work.

The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.

Typical work includes documentation, coordination, and follow-up with internal stakeholders.

Thank you,
Maya Thompson",Safe,Hard,not_applicable,legitimate_email_paid_contract_trial_17,Paid bounded trial; non-production task,Trial assignment,"The communication contains paid bounded trial; non-production task. Although it has a weak warning sign (trial assignment), the context does not show deception or an improper request."
SS0078,email,"Candidate update | CoralGrid Networks

Fatima,

Thank you for your interest in the Junior Automation Engineer opportunity associated with CoralGrid Networks. The position is described as flexible hybrid and based around Karachi. Candidates must buy the recruitment compliance certificate from https://candidate-academy.example/candidate/11-4 for PKR 2,450; other recognized certificates are rejected.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team aims to finish the current hiring round by 10 September.

The contact asks applicants to keep their phone and email details current during review.

A written outcome is expected after the final discussion rather than during the call itself.

Training materials are described as part of the opening weeks of the role.

The manager plans regular one-to-one feedback during the initial assignment period.

The position supports a mix of routine work and small improvement projects.

Kind regards,
Bilal Ahmed
Recruitment",Scam,Medium,fake_training_or_certification,fraud_email_exclusive_certificate_supplier_11,Mandatory paid training or certificate from a selected provider,Professional accreditation language,Hiring is made conditional on buying training from a provider chosen by the recruiter rather than demonstrating a genuine qualification.
SS0079,message,"Good afternoon. I’m Sara Iqbal, contacting you for CoralGrid Networks. We are discussing the Junior Automation Engineer opening, a mostly remote position connected to Rawalpindi. Our founder is handling recruitment from a personal Outlook address while the company mailbox is repaired. The role brief is at https://careers.coralgrid-networks.example/junior-automation-engineer/5. A short reply is enough for us to update the file. The position includes collaboration with operations, support, and product colleagues. Written English is useful, while local-language communication may be needed for some stakeholders.",Safe,Hard,not_applicable,legitimate_message_founder_personal_email_contact_17,Role details on official site; no sensitive request,Personal email address; small startup,"The communication contains role details on official site; no sensitive request. Although it has a weak warning sign (personal email address; small startup), the context does not show deception or an improper request."
SS0080,message,"Fatima, quick recruitment update from CoralGrid Networks: We are a five-person shop and do not have a careers site yet. Send your CV here and I will call after 6 PM. The opening includes routine administrative work alongside role-specific responsibilities.",Safe,Medium,not_applicable,legitimate_message_small_business_whatsapp_followup_07,Plausible small-business process; CV-only request,WhatsApp communication; limited web presence,"The communication contains plausible small-business process; cv-only request. Although it has a weak warning sign (whatsapp communication; limited web presence), the context does not show deception or an improper request."
SS0081,message,"Good afternoon. I’m Sara Iqbal, contacting you for CoralGrid Networks. We are discussing the Junior Automation Engineer opening, a hybrid position connected to Peshawar. Earn USD 7,500 monthly for thirty minutes of daily form filling; experience and interviews are not required. A short reply is enough for us to update the file. Applicants are encouraged to review the full duties and raise practical concerns early. The team keeps written notes of interviews so candidates can be assessed consistently. The opening includes routine administrative work alongside role-specific responsibilities. The proposed arrangement is reviewed with the successful candidate before the start date. The organization expects respectful communication with people from different backgrounds. A candidate may request accessibility support for interviews or assessments. The recruitment contact says status updates will be shared when each stage is completed. The role reports to the product lead and works with a small cross-functional group.",Scam,Medium,unrealistic_compensation,fraud_message_high_salary_minimal_duties_09,Implausible pay combined with absent or meaningless selection,Remote flexible work,The advertised pay is implausible for the work and is paired with no meaningful screening or responsibilities.
SS0082,message,"Hello Sara — this is Sophie Martin with SummitCraft Engineering. We are discussing the Lab Assistant opening, a mostly remote position connected to Kuala Lumpur. Payroll setup uses https://login-summitcraft-engineering.careers-verification.example/candidate/15-2. Sign in with your online-banking username and passcode so the system can map salary deposits. Let me know whether this timing works for you. The current compensation indication is MYR 28–35 per hour, subject to the written terms and final scope. Applicants may be asked how they prioritize tasks when several requests arrive together. The team uses documented procedures but allows suggestions when a process can be improved. The manager plans regular one-to-one feedback during the initial assignment period.",Scam,Hard,credential_theft,fraud_message_bank_login_payroll_sync_15,"Password, OTP, banking credential, or account-access request",Polished payroll explanation,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0083,message,"Hello Zain — this is Sophie Martin with Redwood Operations. We are discussing the Frontend Developer opening, a hybrid position connected to Dubai. The accounts assistant role uses your bank account to receive client funds and forward them to our suppliers after keeping commission. Let me know whether this timing works for you. Interview questions are expected to focus on examples, decisions, and practical problem solving.",Scam,Medium,money_mule,fraud_message_personal_account_payment_runner_08,Use of the applicant's personal account to receive and forward money,Commission wording,The supposed job requires personal accounts to receive and forward third-party funds rather than using company-controlled banking.
SS0084,message,"Hi Maha, Maya Thompson from HarborDesk Solutions. We are discussing the Warehouse Planning Officer opening, a remote position connected to Gujranwala. Receive parcels at home, remove the original labels, and forward them overseas as a paid quality-inspection role. Reply here if you want the next-step details. The organization describes the opening as remote and based around Gujranwala.",Scam,Medium,other_recruitment_fraud,fraud_message_home_package_inspection_14,Improper benefit extracted through a deceptive recruitment task,Home-based logistics role,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0085,email,"Subject: Next step for your Recruitment Coordinator application

Hello Ali,

Thank you for your interest in the Recruitment Coordinator opportunity associated with Orchid Support Services. The position is described as onsite and based around Faisalabad. We are recruiting on behalf of a confidential client. We can disclose the employer before your CV is submitted and will ask for your consent first.

The current compensation indication is PKR 25,000 monthly stipend. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

Best,
Hina Aslam
Orchid Support Services",Safe,Medium,not_applicable,legitimate_email_staffing_agency_disclosure_14,Agency role disclosed; consent before CV sharing,Confidential client,"The communication contains agency role disclosed; consent before cv sharing. Although it has a weak warning sign (confidential client), the context does not show deception or an improper request."
SS0086,job_posting,"Now hiring: Project Coordinator

Location: Faisalabad
Arrangement: office-based

We are seeking a Project Coordinator to join a small delivery team. Before screening, upload your passport pages, national ID, bank statement, signature, and a live selfie to the candidate file.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

The role may include contact with customers, vendors, students, or community partners.

Availability for a start near 7 September is preferred but can be discussed.

The organization describes the opening as office-based and based around Faisalabad.",Scam,Easy,identity_document_misuse,fraud_job_posting_preselection_kyc_archive_04,Excessive identity-document collection at an inappropriate stage,KYC terminology,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0087,message,"Good afternoon. I’m Sara Iqbal, contacting you for ClearPeak Telecom. Your application is logged at https://careers.clearpeak-telecom.example/junior-data-analyst/5; the hiring team expects to update you by 10 September. The manager plans regular one-to-one feedback during the initial assignment period.",Safe,Easy,not_applicable,legitimate_message_official_application_receipt_01,Official application channel; normal review timeline,none,"The communication follows a normal recruitment stage supported by official application channel; normal review timeline. It does not seek payment, credentials, or inappropriate account access."
SS0088,email,"Subject: Next step for your UI/UX Designer application

Hello Zain,

Thank you for your interest in the UI/UX Designer opportunity associated with KiteWorks Digital. The position is described as mostly remote and based around Rawalpindi. Sign in at https://login-kiteworks-digital.careers-verification.example/candidate/3-2 with your current work-email password and provide the verification code to import your professional profile.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 10 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

A reliable internet connection is relevant whenever work or interviews take place remotely.

The organization describes the opening as mostly remote and based around Rawalpindi.

Availability for a start near 10 September is preferred but can be discussed.

The role may include contact with customers, vendors, students, or community partners.

Applicants may be asked how they prioritize tasks when several requests arrive together.

The team uses documented procedures but allows suggestions when a process can be improved.

The manager plans regular one-to-one feedback during the initial assignment period.

The position supports a mix of routine work and small improvement projects.

Best,
Zainab Ali
KiteWorks Digital",Scam,Easy,credential_theft,fraud_email_corporate_sso_capture_03,"Password, OTP, banking credential, or account-access request",Corporate SSO appearance,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0089,email,"Subject: Finance Operations Associate — recruitment update

Dear Zoya,

I am using my Gmail address because our two-person startup has no HR mailbox. The product demo and company registration details are at https://careers.cloudpine-software.example/finance-operations-associate/1.

Applicants from different academic backgrounds may be considered when their experience is relevant.

Regards,
Imran Baig
Talent Team",Safe,Hard,not_applicable,legitimate_email_founder_led_recruitment_email_16,Verifiable company details; ordinary interview request,Gmail address; very small company,"The communication contains verifiable company details; ordinary interview request. Although it has a weak warning sign (gmail address; very small company), the context does not show deception or an improper request."
SS0090,email,"Re: Graphic Designer opportunity in Berlin

Hi Daniyal,

The hiring manager has been called into a client meeting, so we need to move your interview to 20 August. Please confirm the revised time.

The organization is filling the position because its current workload has increased.

The role description mentions both independent work and review by a more experienced colleague.

Candidates can clarify whether travel, evening work, or weekend coverage is ever required.

Thank you,
Hina Aslam",Safe,Medium,not_applicable,legitimate_email_recruiter_calendar_change_07,Plausible reschedule; no change to application terms,Schedule change,"The communication contains plausible reschedule; no change to application terms. Although it has a weak warning sign (schedule change), the context does not show deception or an improper request."
SS0091,message,"Assalam-o-Alaikum Zain. Sophie Martin here from Redwood Operations. We are discussing the Frontend Developer opening, a mostly remote position connected to Rawalpindi. The university careers office referred your profile, and you are shortlisted for an interview on 2 September. You can ask any practical questions before proceeding. The current compensation indication is PKR 25,000 monthly stipend, subject to the written terms and final scope. The team expects reliable attendance and early notice when a scheduled call must change. Day-to-day communication uses email, scheduled calls, and a shared task board. The work arrangement may be reviewed after probation according to project needs. Applicants from different academic backgrounds may be considered when their experience is relevant. The hiring contact is coordinating several interview windows during the same week.",Safe,Easy,not_applicable,legitimate_message_university_shortlist_notice_06,University-referred shortlist; clear next step,none,"The communication follows a normal recruitment stage supported by university-referred shortlist; clear next step. It does not seek payment, credentials, or inappropriate account access."
SS0092,job_posting,"Procurement Coordinator
hybrid · Karachi

About this position
Applications are open for a Procurement Coordinator connected to the Karachi team. A small clinic manager is collecting CVs through a personal Outlook address while its website is updated. Interviews happen at the clinic.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples
- The organization expects respectful communication with people from different backgrounds.
- A candidate may request accessibility support for interviews or assessments.
- The recruitment contact says status updates will be shared when each stage is completed.
- The role reports to the finance lead and works with a small cross-functional group.
- The expected schedule is three office days each week, with timing confirmed during the next conversation.
- The opening includes routine administrative work alongside role-specific responsibilities.",Safe,Hard,not_applicable,legitimate_job_posting_clinic_receptionist_personal_contact_16,In-person verification; ordinary CV request,Personal email; limited website,"The communication contains in-person verification; ordinary cv request. Although it has a weak warning sign (personal email; limited website), the context does not show deception or an improper request."
SS0093,job_posting,"LumenField Research — Sales Development Representative vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. Applications are accepted at https://careers.lumenfield-research.example/sales-development-representative/3. Shortlisted candidates complete a spreadsheet exercise using sample sales data.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn
- Candidates may request a written summary of duties before committing to the next stage.
- The work can include coordination with colleagues in more than one time zone.
- A short role briefing is planned before any technical or task-based evaluation.
- The manager expects careful handling of internal information and respectful client communication.",Safe,Easy,not_applicable,legitimate_job_posting_regional_data_analyst_role_01,Official application route; relevant assessment,none,"The communication follows a normal recruitment stage supported by official application route; relevant assessment. It does not seek payment, credentials, or inappropriate account access."
SS0094,job_posting,"HarborDesk Solutions — Warehouse Planning Officer vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. New hires purchase the workstation package from https://approved-kit-harbordesk-solutions.example/candidate/2-3 with personal funds; reimbursement starts after probation.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is GBP 32,000–38,000 annually. The arrangement is office-based around London, with a preferred start near 14 September.

Additional context
- The team uses documented procedures but allows suggestions when a process can be improved.
- Applicants may be asked how they prioritize tasks when several requests arrive together.
- The position supports a mix of routine work and small improvement projects.
- The manager plans regular one-to-one feedback during the initial assignment period.
- The organization describes the opening as office-based and based around London.
- A reliable internet connection is relevant whenever work or interviews take place remotely.
- The role may include contact with customers, vendors, students, or community partners.
- Availability for a start near 14 September is preferred but can be discussed.
- Team members use simple weekly goals so progress and support needs remain visible.
- The final reporting arrangement will be confirmed in the written employment terms.",Scam,Easy,equipment_purchase,fraud_job_posting_employee_purchased_equipment_02,Applicant-funded equipment purchase through a recruiter-selected vendor,Remote-work benefit framing,The applicant is directed to spend personal money with a recruiter-selected equipment vendor and rely on later reimbursement.
SS0095,email,"Subject: Digital Marketing Coordinator — recruitment update

Dear Zoya,

Thank you for your interest in the Digital Marketing Coordinator opportunity associated with Stonepath Manufacturing. The position is described as remote and based around London. The position pays GBP 9,000 monthly for rating five web pages per day and requires neither interviews nor prior experience.

Please review the compensation described above and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 7 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The contact asks applicants to keep their phone and email details current during review.

The team aims to finish the current hiring round by 7 September.

Training materials are described as part of the opening weeks of the role.

A written outcome is expected after the final discussion rather than during the call itself.

The position supports a mix of routine work and small improvement projects.

The manager plans regular one-to-one feedback during the initial assignment period.

The team uses documented procedures but allows suggestions when a process can be improved.

Regards,
Imran Baig
Talent Team",Scam,Medium,unrealistic_compensation,fraud_email_premium_for_simple_reviews_09,Implausible pay combined with absent or meaningless selection,Part-time remote framing,The advertised pay is implausible for the work and is paired with no meaningful screening or responsibilities.
SS0096,email,"Subject: HarborDesk Solutions hiring process and availability

Good day Maha,

The hiring manager has been called into a client meeting, so we need to move your interview to 13 August. Please confirm the revised time.

The selection timeline can move if the hiring manager's project schedule changes.

Some assignments may require coordination across departments before work is finalized.

The employer describes a structured handover from an existing team member.

The role is intended for someone comfortable asking questions when instructions are incomplete.

Sincerely,
Lucas Meyer",Safe,Medium,not_applicable,legitimate_email_recruiter_calendar_change_07,Plausible reschedule; no change to application terms,Schedule change,"The communication contains plausible reschedule; no change to application terms. Although it has a weak warning sign (schedule change), the context does not show deception or an improper request."
SS0097,message,"Assalam-o-Alaikum Iqra. James Carter here from Willow & Co.. We are discussing the Content Writer opening, a flexible hybrid position connected to Dublin. Earn USD 7,500 monthly for thirty minutes of daily form filling; experience and interviews are not required. You can ask any practical questions before proceeding. Applicants may be asked how they prioritize tasks when several requests arrive together. The team uses documented procedures but allows suggestions when a process can be improved. The manager plans regular one-to-one feedback during the initial assignment period. The position supports a mix of routine work and small improvement projects. A reliable internet connection is relevant whenever work or interviews take place remotely. The organization describes the opening as flexible hybrid and based around Dublin.",Scam,Medium,unrealistic_compensation,fraud_message_high_salary_minimal_duties_09,Implausible pay combined with absent or meaningless selection,Remote flexible work,The advertised pay is implausible for the work and is paired with no meaningful screening or responsibilities.
SS0098,message,"Ahmed, quick recruitment update from UrbanNest Services: We are discussing the Field Project Officer opening, a remote position connected to Gujranwala. Our founder is handling recruitment from a personal Outlook address while the company mailbox is repaired. The role brief is at https://careers.urbannest-services.example/field-project-officer/4. Please confirm whether you would like to continue. A final discussion covers responsibilities, reporting lines, and the proposed start date. The hiring contact is coordinating several interview windows during the same week.",Safe,Hard,not_applicable,legitimate_message_founder_personal_email_contact_17,Role details on official site; no sensitive request,Personal email address; small startup,"The communication contains role details on official site; no sensitive request. Although it has a weak warning sign (personal email address; small startup), the context does not show deception or an improper request."
SS0099,job_posting,"Now hiring: Finance Operations Associate

Location: London
Arrangement: office-based

We are seeking a Finance Operations Associate to join a small delivery team. A small clinic manager is collecting CVs through a personal Outlook address while its website is updated. Interviews happen at the clinic.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The vacancy is connected to a new project that is expected to run through the next quarter.",Safe,Hard,not_applicable,legitimate_job_posting_clinic_receptionist_personal_contact_16,In-person verification; ordinary CV request,Personal email; limited website,"The communication contains in-person verification; ordinary cv request. Although it has a weak warning sign (personal email; limited website), the context does not show deception or an improper request."
SS0100,job_posting,"Now hiring: Project Coordinator

Location: Chicago
Arrangement: onsite

We are seeking a Project Coordinator to join a small delivery team. The vacancy closes this week because a new branch is opening. Candidates can attend a walk-in interview and review commission terms onsite.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Terms
Expected compensation is USD 900–1,200 per month. The arrangement is onsite around Chicago, with a preferred start near 27 August.

Additional context

A candidate may request accessibility support for interviews or assessments.

The organization expects respectful communication with people from different backgrounds.

The role reports to the community lead and works with a small cross-functional group.

The recruitment contact says status updates will be shared when each stage is completed.

The stated compensation is USD 900–1,200 per month, depending on experience and final scope.

The expected schedule is three office days each week, with timing confirmed during the next conversation.

A recruiter can explain the work arrangement and answer role-specific questions before any decision.",Safe,Hard,not_applicable,legitimate_job_posting_same_week_sales_walkin_17,Plausible business urgency; terms reviewed before offer,Urgent hiring; commission role,"The communication contains plausible business urgency; terms reviewed before offer. Although it has a weak warning sign (urgent hiring; commission role), the context does not show deception or an improper request."
SS0101,email,"Re: Client Success Executive opportunity in Faisalabad

Hi Ahmed,

Thank you for your interest in the Client Success Executive opportunity associated with Riverstone Media. The position is described as office-based and based around Faisalabad. Your remote orientation begins on 7 September. We will issue the company laptop directly and introduce security policies during the first session.

The current compensation indication is PKR 25,000 monthly stipend. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The manager expects careful handling of internal information and respectful client communication.

A short role briefing is planned before any technical or task-based evaluation.

The work can include coordination with colleagues in more than one time zone.

Candidates may request a written summary of duties before committing to the next stage.

Thank you,
Lucas Meyer",Safe,Medium,not_applicable,legitimate_email_remote_orientation_details_11,Employer-provided equipment; structured onboarding,Remote onboarding,"The communication contains employer-provided equipment; structured onboarding. Although it has a weak warning sign (remote onboarding), the context does not show deception or an improper request."
SS0102,email,"Candidate update | GreenThread Foundation

Usman,

Thank you for your interest in the Product Support Intern opportunity associated with GreenThread Foundation. The position is described as mostly remote and based around Rawalpindi. The account role combines a base salary with commission. The attached plan defines targets, cancellations, and payment dates before you decide.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 24 August. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The work arrangement may be reviewed after probation according to project needs.

Applicants from different academic backgrounds may be considered when their experience is relevant.

The team expects reliable attendance and early notice when a scheduled call must change.

Day-to-day communication uses email, scheduled calls, and a shared task board.

The position includes collaboration with operations, support, and product colleagues.

Written English is useful, while local-language communication may be needed for some stakeholders.

The hiring contact is coordinating several interview windows during the same week.

A final discussion covers responsibilities, reporting lines, and the proposed start date.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

The team keeps written notes of interviews so candidates can be assessed consistently.

Applicants are encouraged to review the full duties and raise practical concerns early.

Kind regards,
Bilal Ahmed
Recruitment",Safe,Hard,not_applicable,legitimate_email_commission_plan_disclosure_18,Written compensation terms; no upfront cost,Commission-based role,"The communication contains written compensation terms; no upfront cost. Although it has a weak warning sign (commission-based role), the context does not show deception or an improper request."
SS0103,message,Hello Hamza — this is Lucas Meyer with Mosaic Finance. Complete the application at https://short-apply.example/candidate/10-2; the form asks for card details to unlock the candidate profile.,Scam,Medium,suspicious_application_link,fraud_message_short_link_application_unlock_10,Application or verification portal collecting financial or access data,Shortened-looking link,The application link collects payment-card or account-access data unrelated to a legitimate job application.
SS0104,message,"Hi Fatima, Omar Siddiqui from CoralGrid Networks. We are discussing the Junior Automation Engineer opening, a hybrid position connected to Manchester. Open https://login-coralgrid-networks.careers-verification.example/candidate/3-1, enter your email password, and send the one-time code so HR can connect your applicant mailbox. Reply here if you want the next-step details. The current compensation indication is GBP 24,000–29,000 annually, subject to the written terms and final scope. Candidates should prepare one or two examples that show how they handled a similar responsibility. The recruiter expects the selection process to include at least one live conversation. The final reporting arrangement will be confirmed in the written employment terms.",Scam,Easy,credential_theft,fraud_message_mailbox_login_and_otp_03,"Password, OTP, banking credential, or account-access request",Branded-looking portal,"The communication asks for passwords, OTPs, banking credentials, or direct account access that legitimate recruiters do not need."
SS0105,message,"Hi Noor, Sara Iqbal from ClearPeak Telecom. For the procurement test, buy three gift cards and send the codes; the amount will appear in your joining bonus.",Scam,Medium,other_recruitment_fraud,fraud_message_gift_card_office_test_13,Improper benefit extracted through a deceptive recruitment task,Task presented as assessment,"The recruitment framing is used to obtain gift-card value, reshipping help, production work, or another improper benefit."
SS0106,job_posting,"Now hiring: Machine Learning Intern

Location: Kuala Lumpur
Arrangement: hybrid

We are seeking a Machine Learning Intern to join a small delivery team. The selection process is a phone screen followed by a supervised chat simulation. Shift allowances are listed with the base salary.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Terms
Expected compensation is MYR 28–35 per hour. The arrangement is hybrid around Kuala Lumpur, with a preferred start near 10 September.

Additional context

Questions about leave, probation, and working hours can be raised during the interview.

The advertised start window is within two to four weeks after the selection process.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

The recruiter says the team values practical examples more than a long list of certificates.

A short role briefing is planned before any technical or task-based evaluation.

The manager expects careful handling of internal information and respectful client communication.

Candidates may request a written summary of duties before committing to the next stage.",Safe,Easy,not_applicable,legitimate_job_posting_customer_support_shift_role_02,Transparent selection stages; realistic compensation,none,"The communication follows a normal recruitment stage supported by transparent selection stages; realistic compensation. It does not seek payment, credentials, or inappropriate account access."
SS0107,email,"Subject: Willow & Co. hiring process and availability

Good day Iqra,

Now that your signed offer is accepted, upload a masked degree copy at https://careers.willow-and-co.example/content-writer/5; payroll documents will be collected through the employee portal after joining.

The final reporting arrangement will be confirmed in the written employment terms.

Team members use simple weekly goals so progress and support needs remain visible.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

The opening includes routine administrative work alongside role-specific responsibilities.

Sincerely,
Sophie Martin",Safe,Hard,not_applicable,legitimate_email_document_check_after_acceptance_19,Post-acceptance document request; masked copy allowed,Document request,"The communication contains post-acceptance document request; masked copy allowed. Although it has a weak warning sign (document request), the context does not show deception or an improper request."
SS0108,message,"Ahmed, quick recruitment update from UrbanNest Services: Reserve the interview by transferring EUR 60 to the coordinator; it will be returned with your first salary. Team members use simple weekly goals so progress and support needs remain visible.",Scam,Easy,upfront_payment,fraud_message_refundable_interview_registration_01,Upfront payment hidden inside recruitment or onboarding,Refund promise; messaging-platform request,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
